ReviewID	SentenceID	Text	Tokens
2044	2044_4	The lady on the phone confirmed, that it is fine, I just need to come down and re-check in.	["The","lady","on","the","phone","confirmed",",","that","it","is","fine",",","I","just","need","to","come","down","and","re","-","check","in","."]
2044	2044_5	So we planned our day accordingly, to chill in the room etc. When we went down at 11, the rude guy at the front desk denied any such offer was made to us!	["So","we","planned","our","day","accordingly",",","to","chill","in","the","room","etc.","When","we","went","down","at","11",",","the","rude","guy","at","the","front","desk","denied","any","such","offer","was","made","to","us","!"]
2044	2044_6	This was really frustrating since we had to change all our plans and obviously since they are too busy, they did not care at all about the inconvenience.	["This","was","really","frustrating","since","we","had","to","change","all","our","plans","and","obviously","since","they","are","too","busy",",","they","did","not","care","at","all","about","the","inconvenience","."]
2044	2044_7	I was told the manager Rhommel will look into this and let me know what happened, but obviously they don't care since they are too busy.	["I","was","told","the","manager","Rhommel","will","look","into","this","and","let","me","know","what","happened",",","but","obviously","they","do","n't","care","since","they","are","too","busy","."]
2044	2044_8	Later that night we called the concierge to enquire about Tao and after the morning's experience we called the concierge again to re-confirm the price.	["Later","that","night","we","called","the","concierge","to","enquire","about","Tao","and","after","the","morning","'s","experience","we","called","the","concierge","again","to","re","-","confirm","the","price","."]
2044	2044_9	But obviously at the door we were told that boys pay full price.	["But","obviously","at","the","door","we","were","told","that","boys","pay","full","price","."]
2044	2044_10	The problem is not about paying, the issue is the staff has no clue about anything and are least apologetic about this.	["The","problem","is","not","about","paying",",","the","issue","is","the","staff","has","no","clue","about","anything","and","are","least","apologetic","about","this","."]
2044	2044_11	Then we went to Wynn, the customer service over there is EXCEPTIONAL!	["Then","we","went","to","Wynn",",","the","customer","service","over","there","is","EXCEPTIONAL","!"]
2044	2044_13	They make you feel special and welcome.	["They","make","you","feel","special","and","welcome","."]
2045	2045_0	This is an absolutely beautiful hotel.	["This","is","an","absolutely","beautiful","hotel","."]
2045	2045_1	We enjoyed our stay.	["We","enjoyed","our","stay","."]
2047	2047_0	Beautiful hotel , with nice suites very clean and comfortable .	["Beautiful","hotel",",","with","nice","suites","very","clean","and","comfortable","."]
2048	2048_0	I found overall the hotel to be very nice.	["I","found","overall","the","hotel","to","be","very","nice","."]
2048	2048_1	Althought the couch in my room was getting very old and tired, cushions were worn and very uncomfortable.	["Althought","the","couch","in","my","room","was","getting","very","old","and","tired",",","cushions","were","worn","and","very","uncomfortable","."]
2048	2048_2	Light bulbs were out in a few fixtures and when asked to be fixed said they would be back and never fixed after a 5 night stay,.	["Light","bulbs","were","out","in","a","few","fixtures","and","when","asked","to","be","fixed","said","they","would","be","back","and","never","fixed","after","a","5","night","stay",",","."]
2048	2048_3	Towels not as plush and soft as they should be.	["Towels","not","as","plush","and","soft","as","they","should","be","."]
2048	2048_4	Pillows on bed were toooo small for a King size bed.	["Pillows","on","bed","were","toooo","small","for","a","King","size","bed","."]
2048	2048_6	no extras in the room either...	["no","extras","in","the","room","either","..."]
2049	2049_0	If you stay at this hotel / resort, you don't even need to leave as it offers everything.	["If","you","stay","at","this","hotel","/","resort",",","you","do","n't","even","need","to","leave","as","it","offers","everything","."]
2049	2049_1	Good choices for food, entertainment, casino, shopping and pool/spa.	["Good","choices","for","food",",","entertainment",",","casino",",","shopping","and","pool","/","spa","."]
2049	2049_2	The Bella suites are a good choice and upgrading to a room with a view is a plus if you have never been to Vegas.	["The","Bella","suites","are","a","good","choice","and","upgrading","to","a","room","with","a","view","is","a","plus","if","you","have","never","been","to","Vegas","."]
2049	2049_3	The room was fantastic for sharing with a friend as there was alot of room.	["The","room","was","fantastic","for","sharing","with","a","friend","as","there","was","alot","of","room","."]
2050	2050_0	We visited many of the hotels on the strip and this was by far the nicest most elegant!	["We","visited","many","of","the","hotels","on","the","strip","and","this","was","by","far","the","nicest","most","elegant","!"]
2051	2051_0	Great view and wonderful experience!	["Great","view","and","wonderful","experience","!"]
2051	2051_1	We enjoyed our stay immensely,	["We","enjoyed","our","stay","immensely",","]
2053	2053_0	People were rude we had no help of knowing of what was going on could not even ride the boats no one would tell us nothing i would not do it again.	["People","were","rude","we","had","no","help","of","knowing","of","what","was","going","on","could","not","even","ride","the","boats","no","one","would","tell","us","nothing","i","would","not","do","it","again","."]
2054	2054_0	It was cool hotel but there was trash on the floor in our hotel room, and when we had maid service our hotel stunk of Marijuana and gave my fiance a migraine, which made her sick the rest of the  night =/	["It","was","cool","hotel","but","there","was","trash","on","the","floor","in","our","hotel","room",",","and","when","we","had","maid","service","our","hotel","stunk","of","Marijuana","and","gave","my","fiance","a","migraine",",","which","made","her","sick","the","rest","of","the","night","=","/"]
2055	2055_0	The bed mattresses were horrible.	["The","bed","mattresses","were","horrible","."]
2055	2055_1	The furniture was like it came out of the 1960's and had been cleaned in about that time.	["The","furniture","was","like","it","came","out","of","the","1960","'s","and","had","been","cleaned","in","about","that","time","."]
2055	2055_2	The maids couldn't fathom why we needed more than 3 towels and 2 washcloths for 3 people.	["The","maids","could","n't","fathom","why","we","needed","more","than","3","towels","and","2","washcloths","for","3","people","."]
2055	2055_3	The carpet wasn't clean.	["The","carpet","was","n't","clean","."]
2056	2056_0	Had a wonderful experience with this hotel - loved the rooms - great price!	["Had","a","wonderful","experience","with","this","hotel","-","loved","the","rooms","-","great","price","!"]
2057	2057_0	Superb Hotel and location.	["Superb","Hotel","and","location","."]
2057	2057_1	Only point I would like to make was during 7th Oct to 13th Oct when we stayed there were a lot of very young people staying and appeared to be many per room and were quite noisy.	["Only","point","I","would","like","to","make","was","during","7th","Oct","to","13th","Oct","when","we","stayed","there","were","a","lot","of","very","young","people","staying","and","appeared","to","be","many","per","room","and","were","quite","noisy","."]
2057	2057_2	Given this is a 5* resort you don't expect this to happen although I guess it is hard for the hotel to manage who stay's in each suite.	["Given","this","is","a","5","*","resort","you","do","n't","expect","this","to","happen","although","I","guess","it","is","hard","for","the","hotel","to","manage","who","stay","'s","in","each","suite","."]
2058	2058_0	One of the most beautiful hotels in Vegas and I've seen all the major ones on the strip.	["One","of","the","most","beautiful","hotels","in","Vegas","and","I","'ve","seen","all","the","major","ones","on","the","strip","."]
2058	2058_1	Fantastic staff, beautiful rooms, huge bathrooms, great views of the strip (from the right rooms) and of course the romantic charm of the gondolas.	["Fantastic","staff",",","beautiful","rooms",",","huge","bathrooms",",","great","views","of","the","strip","(","from","the","right","rooms",")","and","of","course","the","romantic","charm","of","the","gondolas","."]
2058	2058_2	Restaurants on site are great too so you don't have to venture out for a bite.	["Restaurants","on","site","are","great","too","so","you","do","n't","have","to","venture","out","for","a","bite","."]
2058	2058_3	All in all we enjoyed our stay and would go again in a heartbeat.	["All","in","all","we","enjoyed","our","stay","and","would","go","again","in","a","heartbeat","."]
2059	2059_0	This is a super cool hotel to live in if you want to visit Las Vegas.	["This","is","a","super","cool","hotel","to","live","in","if","you","want","to","visit","Las","Vegas","."]
2059	2059_1	Casino is in the hotel and it's close to a great shopping mall.	["Casino","is","in","the","hotel","and","it","'s","close","to","a","great","shopping","mall","."]
2061	2061_0	The Venetian is top of the line for sure.	["The","Venetian","is","top","of","the","line","for","sure","."]
2061	2061_1	The architecture and what it has to offer are second to none in my opinion.	["The","architecture","and","what","it","has","to","offer","are","second","to","none","in","my","opinion","."]
2061	2061_2	The staff was very professional and security was taken very seriously.	["The","staff","was","very","professional","and","security","was","taken","very","seriously","."]
2061	2061_3	The suites were beautiful with ample enough rooms.	["The","suites","were","beautiful","with","ample","enough","rooms","."]
2061	2061_4	The pool areas were great and the amenities were excellent.	["The","pool","areas","were","great","and","the","amenities","were","excellent","."]
2061	2061_5	The only problem I had (and frankly, this is most likely a 'high end strip hotel' problem and not just limited to The Venetian), was that things were so expensive.	["The","only","problem","I","had","(","and","frankly",",","this","is","most","likely","a","`","high","end","strip","hotel","'","problem","and","not","just","limited","to","The","Venetian",")",",","was","that","things","were","so","expensive","."]
2061	2061_6	The minimum black jack table was $15 and the poker tournament fees were minimum $125 to enter.	["The","minimum","black","jack","table","was","15","and","the","poker","tournament","fees","were","minimum","125","to","enter","."]
2061	2061_7	Simple bottled water was $3.00 a bottle and all the vendors, food court shops etc, were very over priced.	["Simple","bottled","water","was","3.00","a","bottle","and","all","the","vendors",",","food","court","shops","etc",",","were","very","over","priced","."]
2061	2061_8	If you want cheap food, cheap booze and cheap gambling, I strongly suggest you stay down town or at a lower end resort and not Venetian.	["If","you","want","cheap","food",",","cheap","booze","and","cheap","gambling",",","I","strongly","suggest","you","stay","down","town","or","at","a","lower","end","resort","and","not","Venetian","."]
2061	2061_9	If you want luxury and top dollar things, this is a great place to stay.	["If","you","want","luxury","and","top","dollar","things",",","this","is","a","great","place","to","stay","."]
2062	2062_0	My girlfriend and I were here for our first trip to Vegas.	["My","girlfriend","and","I","were","here","for","our","first","trip","to","Vegas","."]
2062	2062_1	The hotel was nice and clean and a quick walk from the check in table.	["The","hotel","was","nice","and","clean","and","a","quick","walk","from","the","check","in","table","."]
2062	2062_2	The staff were always very polite and friendly.	["The","staff","were","always","very","polite","and","friendly","."]
2062	2062_3	The shopping upstairs I found hard to navigate but I started to figure it out near the end of the trip.	["The","shopping","upstairs","I","found","hard","to","navigate","but","I","started","to","figure","it","out","near","the","end","of","the","trip","."]
2062	2062_4	It's at a very good location on the strip as you can walk everywhere and we did.	["It","'s","at","a","very","good","location","on","the","strip","as","you","can","walk","everywhere","and","we","did","."]
2062	2062_5	Also a lot of tours will pick you up from here or the Palazoo which is attached.	["Also","a","lot","of","tours","will","pick","you","up","from","here","or","the","Palazoo","which","is","attached","."]
2063	2063_0	I went to see the fight live it was something to go and see  i seen mike Tyson  there !	["I","went","to","see","the","fight","live","it","was","something","to","go","and","see","i","seen","mike","Tyson","there","!"]
2063	2063_2	I rented a Lamborghini for the afternoon NOW that's a car !	["I","rented","a","Lamborghini","for","the","afternoon","NOW","that","'s","a","car","!"]
2063	2063_7	Like they say only in Las Vegas !	["Like","they","say","only","in","Las","Vegas","!"]
2063	2063_13	It was a blast !	["It","was","a","blast","!"]
2064	2064_0	Despite the huge bathroom with many (dim) lights and mirrors the lighting at the sink was terrible.	["Despite","the","huge","bathroom","with","many","(","dim",")","lights","and","mirrors","the","lighting","at","the","sink","was","terrible","."]
2064	2064_1	I could barely see to shave.	["I","could","barely","see","to","shave","."]
2064	2064_2	The view out of my 4th floor window was atrocious.	["The","view","out","of","my","4th","floor","window","was","atrocious","."]
2064	2064_3	I know every window can't have a wonderful view but there was a huge Air Handling Unit directly in front of my window.	["I","know","every","window","ca","n't","have","a","wonderful","view","but","there","was","a","huge","Air","Handling","Unit","directly","in","front","of","my","window","."]
2064	2064_4	Perhaps and ""obstructed view"" discount should apply.	["Perhaps","and","''","``","obstructed","view","''","''","discount","should","apply","."]
2065	2065_0	Overall, my stay was good thought.	["Overall",",","my","stay","was","good","thought","."]
2065	2065_1	I expected the high quality of the room too much.	["I","expected","the","high","quality","of","the","room","too","much","."]
2070	2070_0	The only thing that caught me off guard was the $25 per day fee for wifi which was an automatic charge that I did not know about.	["The","only","thing","that","caught","me","off","guard","was","the","25","per","day","fee","for","wifi","which","was","an","automatic","charge","that","I","did","not","know","about","."]
2070	2070_1	I did not use this but was still charge.	["I","did","not","use","this","but","was","still","charge","."]
2070	2070_2	Disappointed in this and left the hotel with the final memory of hotel on a bad note.	["Disappointed","in","this","and","left","the","hotel","with","the","final","memory","of","hotel","on","a","bad","note","."]
2070	2070_3	Not the way you want to end a great trip.	["Not","the","way","you","want","to","end","a","great","trip","."]
2071	2071_0	#1 found an empty bottle of water under one of the queen sized beds in the suite.	["#","1","found","an","empty","bottle","of","water","under","one","of","the","queen","sized","beds","in","the","suite","."]
2071	2071_1	the carpet seemed very dusty everywhere.	["the","carpet","seemed","very","dusty","everywhere","."]
2071	2071_2	#2  I requested a humidifier and it was so ghetto and loud and didn't produce enough steam...	["#","2","I","requested","a","humidifier","and","it","was","so","ghetto","and","loud","and","did","n't","produce","enough","steam","..."]
2071	2071_4	it was more like a fan - the person delivered was quick and nice and professional.	["it","was","more","like","a","fan","-","the","person","delivered","was","quick","and","nice","and","professional","."]
2071	2071_5	#3 The TNT-HD on one of the TVs didn't show for like 2 hours.	["#","3","The","TNT","-","HD","on","one","of","the","TVs","did","n't","show","for","like","2","hours","."]
2071	2071_7	shower door was jammed, service person came up to fix it.	["shower","door","was","jammed",",","service","person","came","up","to","fix","it","."]
2071	2071_8	5-10 minutes of hammering, he leaves, and it is still stuck and I had to force it to open.	["5-10","minutes","of","hammering",",","he","leaves",",","and","it","is","still","stuck","and","I","had","to","force","it","to","open","."]
2071	2071_9	He says ""if you water the door while showering it would open better""  He was pretty unprofessional in talking with me since I look much much younger than my age.	["He","says","''","``","if","you","water","the","door","while","showering","it","would","open","better","''","''","He","was","pretty","unprofessional","in","talking","with","me","since","I","look","much","much","younger","than","my","age","."]
2071	2071_11	staff were friendly for the most part and professional.	["staff","were","friendly","for","the","most","part","and","professional","."]
2071	2071_12	but for the price I had to pay (250 /day + tax), aforementioned things should not happen at the Venetian.	["but","for","the","price","I","had","to","pay","(","250","/","day","+","tax",")",",","aforementioned","things","should","not","happen","at","the","Venetian","."]
2073	2073_0	We were so pleased!	["We","were","so","pleased","!"]
2073	2073_2	Can't wait to return!	["Ca","n't","wait","to","return","!"]
2074	2074_0	Enjoyed our stay however we had to take 2 elevators to get down the casino and everthing else.	["Enjoyed","our","stay","however","we","had","to","take","2","elevators","to","get","down","the","casino","and","everthing","else","."]
2074	2074_2	everything was lovely though.	["everything","was","lovely","though","."]
2075	2075_0	Our check in took a significant amount of time since it was booked through Hotels.com but the clerk was friendly and comped our resort fees and wifi to compensate.	["Our","check","in","took","a","significant","amount","of","time","since","it","was","booked","through","Hotels.com","but","the","clerk","was","friendly","and","comped","our","resort","fees","and","wifi","to","compensate","."]
2075	2075_1	I requested a non-smoking room.	["I","requested","a","non","-","smoking","room","."]
2075	2075_2	While it was, not all rooms on the floor were non-smoking and the hall reeked of smoke.	["While","it","was",",","not","all","rooms","on","the","floor","were","non","-","smoking","and","the","hall","reeked","of","smoke","."]
2075	2075_3	Additionally, it was disappointing that the upgraded suite I had did not include robes and we could only get one additional pillow and blanket.	["Additionally",",","it","was","disappointing","that","the","upgraded","suite","I","had","did","not","include","robes","and","we","could","only","get","one","additional","pillow","and","blanket","."]
2075	2075_4	The hotel in general had a higher level of smoke smell throughout than I have noticed before.	["The","hotel","in","general","had","a","higher","level","of","smoke","smell","throughout","than","I","have","noticed","before","."]
2076	2076_0	We got the Bella Suite for 3 girls and it was great!	["We","got","the","Bella","Suite","for","3","girls","and","it","was","great","!"]
2076	2076_1	Lots of room for us to get ready and move around.	["Lots","of","room","for","us","to","get","ready","and","move","around","."]
2076	2076_2	Also there's a pull out couch although we didn't use it.	["Also","there","'s","a","pull","out","couch","although","we","did","n't","use","it","."]
2076	2076_3	Staff was always very accommodating and extremely pleasant.	["Staff","was","always","very","accommodating","and","extremely","pleasant","."]
2076	2076_4	Housekeeping was great--they put all of our makeup on a towel on the sink since it was all sprawled about the bathroom!	["Housekeeping","was","great","--","they","put","all","of","our","makeup","on","a","towel","on","the","sink","since","it","was","all","sprawled","about","the","bathroom","!"]
2076	2076_5	The room was equipped with an iHome so we could jam to our tunes and 2 TVs.	["The","room","was","equipped","with","an","iHome","so","we","could","jam","to","our","tunes","and","2","TVs","."]
2076	2076_6	The only thing was that if you move ANYTHING on the minibar is charges your room because its a sensor but the front desk recognized the error and immediately took off all those charges at check-out.	["The","only","thing","was","that","if","you","move","ANYTHING","on","the","minibar","is","charges","your","room","because","its","a","sensor","but","the","front","desk","recognized","the","error","and","immediately","took","off","all","those","charges","at","check","-","out","."]
2076	2076_8	Great restaurants at the Venetian.	["Great","restaurants","at","the","Venetian","."]
2076	2076_9	Some are a little pricey but Grand Lux is reasonable as well as Canyon Ranch Grill in the spa.	["Some","are","a","little","pricey","but","Grand","Lux","is","reasonable","as","well","as","Canyon","Ranch","Grill","in","the","spa","."]
2076	2076_10	You just have to do a little searching for cheap eats :)	["You","just","have","to","do","a","little","searching","for","cheap","eats",":)"]
2077	2077_0	Stayed at the Venetian for my Bachelorette weekend with 3 friends.	["Stayed","at","the","Venetian","for","my","Bachelorette","weekend","with","3","friends","."]
2077	2077_1	The hotel is gorgeous and the main pool spacious.	["The","hotel","is","gorgeous","and","the","main","pool","spacious","."]
2077	2077_2	It is quite the trek to get to your room.	["It","is","quite","the","trek","to","get","to","your","room","."]
2077	2077_3	That was the roughest part.	["That","was","the","roughest","part","."]
2077	2077_4	Also, as far as ""quick"" food goes, they only had pizza and burgers.	["Also",",","as","far","as","''","``","quick","''","''","food","goes",",","they","only","had","pizza","and","burgers","."]
2077	2077_5	Not many options so we had A LOT of pizza.	["Not","many","options","so","we","had","A","LOT","of","pizza","."]
2077	2077_6	Overall, I would stay again.	["Overall",",","I","would","stay","again","."]
2079	2079_0	Grand canals shopping center is a scape from crowd often the casino	["Grand","canals","shopping","center","is","a","scape","from","crowd","often","the","casino"]
2080	2080_0	We split our stay between the Venetian and Bellagio.	["We","split","our","stay","between","the","Venetian","and","Bellagio","."]
2080	2080_1	Both hotels are fabulous, but the kciker for us was the room size at the Venetian.	["Both","hotels","are","fabulous",",","but","the","kciker","for","us","was","the","room","size","at","the","Venetian","."]
2080	2080_2	The room is huge - with a sunken living room, huge bathroom and spacious bedroom area.	["The","room","is","huge","-","with","a","sunken","living","room",",","huge","bathroom","and","spacious","bedroom","area","."]
2084	2084_0	I've stayed at the Venetian multiple times previous to this experience.	["I","'ve","stayed","at","the","Venetian","multiple","times","previous","to","this","experience","."]
2084	2084_1	The only complaint I have is this room was very underwhelming compared to my previous visits.	["The","only","complaint","I","have","is","this","room","was","very","underwhelming","compared","to","my","previous","visits","."]
2084	2084_2	I'm guessing getting a ""deal"" here means getting the oldest room they have available.	["I","'m","guessing","getting","a","''","``","deal","''","''","here","means","getting","the","oldest","room","they","have","available","."]
2085	2085_0	From our arrival all the way to getting in the cab to the airport, the staff was courteous, friendly, and helpful.	["From","our","arrival","all","the","way","to","getting","in","the","cab","to","the","airport",",","the","staff","was","courteous",",","friendly",",","and","helpful","."]
2085	2085_1	The hotel and the room were very clean and the room really had it all.	["The","hotel","and","the","room","were","very","clean","and","the","room","really","had","it","all","."]
2085	2085_2	The bed and sheets were soft and comfortable.	["The","bed","and","sheets","were","soft","and","comfortable","."]
2085	2085_3	The food was also delicious!	["The","food","was","also","delicious","!"]
2085	2085_4	I have absolutely no complaints.	["I","have","absolutely","no","complaints","."]
2086	2086_1	Connecting rooms and the sunken living room helped us all relax drink and pre-game before heading out to enjoy the Vegas night life.	["Connecting","rooms","and","the","sunken","living","room","helped","us","all","relax","drink","and","pre","-","game","before","heading","out","to","enjoy","the","Vegas","night","life","."]
2086	2086_2	Very comfortable beds, 3 televisions, and a large bathroom!	["Very","comfortable","beds",",","3","televisions",",","and","a","large","bathroom","!"]
2086	2086_3	3rd time staying in this exact same room because what you pay for is unbeatable!	["3rd","time","staying","in","this","exact","same","room","because","what","you","pay","for","is","unbeatable","!"]
2087	2087_0	The room was dirty.	["The","room","was","dirty","."]
2087	2087_1	Candy wrappers everywhere and cookie crumbs in the sofa.	["Candy","wrappers","everywhere","and","cookie","crumbs","in","the","sofa","."]
2087	2087_2	Had to call room service and when they requesting room service were real rude about sending someone to clean up.	["Had","to","call","room","service","and","when","they","requesting","room","service","were","real","rude","about","sending","someone","to","clean","up","."]
2087	2087_3	Real disappointed with front desk staff.	["Real","disappointed","with","front","desk","staff","."]
2087	2087_4	Not at all friendly	["Not","at","all","friendly"]
2088	2088_0	Was in line for less than a minute before being checked in - process was a breeze, and we were able to check in early.	["Was","in","line","for","less","than","a","minute","before","being","checked","in","-","process","was","a","breeze",",","and","we","were","able","to","check","in","early","."]
2088	2088_1	Room was like the pictures on their site-we stayed in the Luxury King Suite.	["Room","was","like","the","pictures","on","their","site","-","we","stayed","in","the","Luxury","King","Suite","."]
2088	2088_2	Got a little confused finding the room at first, but figured it out after.	["Got","a","little","confused","finding","the","room","at","first",",","but","figured","it","out","after","."]
2088	2088_3	View wasn't the greatest, but high enough to not just see roof tops (16th floor).	["View","was","n't","the","greatest",",","but","high","enough","to","not","just","see","roof","tops","(","16th","floor",")","."]
2088	2088_4	Downside is that the mini bar is on a weighted system-so don't move anything in there or else you will be charged.	["Downside","is","that","the","mini","bar","is","on","a","weighted","system","-","so","do","n't","move","anything","in","there","or","else","you","will","be","charged","."]
2088	2088_5	Site says you can ask for a separate fridge for a fee.	["Site","says","you","can","ask","for","a","separate","fridge","for","a","fee","."]
2088	2088_6	Towels and toiletries replenished everyday.	["Towels","and","toiletries","replenished","everyday","."]
2088	2088_7	Bed is very comfortable.	["Bed","is","very","comfortable","."]
2088	2088_8	Room was quiet-didn't hear neighbors or outside noise.	["Room","was","quiet","-","didn","'","t","hear","neighbors","or","outside","noise","."]
2088	2088_9	Food was delicious, wait staff friendly, was seated right away, never a wait or need for reservations.	["Food","was","delicious",",","wait","staff","friendly",",","was","seated","right","away",",","never","a","wait","or","need","for","reservations","."]
2088	2088_10	Our waiter at the Public House even took the time to find out directions for us to a place we wanted to visit.	["Our","waiter","at","the","Public","House","even","took","the","time","to","find","out","directions","for","us","to","a","place","we","wanted","to","visit","."]
2088	2088_11	if you like to try different beers go to the Public House-they have over 200 beers and can be viewed on their ipad.	["if","you","like","to","try","different","beers","go","to","the","Public","House","-","they","have","over","200","beers","and","can","be","viewed","on","their","ipad","."]
2088	2088_12	Even offered samples to try.	["Even","offered","samples","to","try","."]
2088	2088_13	Burgers, and the beef dip yummy!	["Burgers",",","and","the","beef","dip","yummy","!"]
2088	2088_14	The grand luxe cafe has great breakfasts...	["The","grand","luxe","cafe","has","great","breakfasts","..."]
2088	2088_16	Sports fans must go the the Lagasse Stadium.	["Sports","fans","must","go","the","the","Lagasse","Stadium","."]
2088	2088_17	There is stadium like seating to view huge tv screen with another 12 tvs on the side, there is private rooms for small groups, again-wait staff amazing!	["There","is","stadium","like","seating","to","view","huge","tv","screen","with","another","12","tvs","on","the","side",",","there","is","private","rooms","for","small","groups",",","again","-","wait","staff","amazing","!"]
2088	2088_18	If you like fossils and minerals go to Kalifano.	["If","you","like","fossils","and","minerals","go","to","Kalifano","."]
2088	2088_19	Bourbon Room great entertainment if you don't mind the smoking.	["Bourbon","Room","great","entertainment","if","you","do","n't","mind","the","smoking","."]
2089	2089_0	The best trave of.	["The","best","trave","of","."]
2089	2089_1	my life i will back soon.	["my","life","i","will","back","soon","."]
2089	2089_2	best food,customer.	["best","food",",","customer","."]
2090	2090_0	The Venetian was better then I could have imagined.	["The","Venetian","was","better","then","I","could","have","imagined","."]
2090	2090_1	The room was huge a real suite with a separate living room.	["The","room","was","huge","a","real","suite","with","a","separate","living","room","."]
2090	2090_2	The bathroom had a dressing area which came complete with a vanity to sit at while doing my hair or putting on make up.	["The","bathroom","had","a","dressing","area","which","came","complete","with","a","vanity","to","sit","at","while","doing","my","hair","or","putting","on","make","up","."]
2090	2090_3	The room was spotless with comfortable linens and numerous pillows on the the bed.	["The","room","was","spotless","with","comfortable","linens","and","numerous","pillows","on","the","the","bed","."]
2090	2090_4	My view of the strip was wonderful.	["My","view","of","the","strip","was","wonderful","."]
2090	2090_5	We could watch the volcano erupt at the Mirage from our window.	["We","could","watch","the","volcano","erupt","at","the","Mirage","from","our","window","."]
2090	2090_6	We ate at yardbird, table 10 for lunch.	["We","ate","at","yardbird",",","table","10","for","lunch","."]
2090	2090_7	They were both great!	["They","were","both","great","!"]
2090	2090_8	We had dinner at Delmonico which is a must in Vegas!	["We","had","dinner","at","Delmonico","which","is","a","must","in","Vegas","!"]
2090	2090_9	We had the breakfast buffet at the Lux every morning.	["We","had","the","breakfast","buffet","at","the","Lux","every","morning","."]
2090	2090_10	This was a great trip!	["This","was","a","great","trip","!"]
2091	2091_0	Been  on Sunday  night  front desk people very friendly  room very comfortable  and clean will come back	["Been","on","Sunday","night","front","desk","people","very","friendly","room","very","comfortable","and","clean","will","come","back"]
2092	2092_0	I liked this hotel very much & would stay there again.	["I","liked","this","hotel","very","much","&","would","stay","there","again","."]
2093	2093_1	Enjoyed my stay would go back and stay there again	["Enjoyed","my","stay","would","go","back","and","stay","there","again"]
2094	2094_0	Beautiful hotel--but staff was unresponsive and not available.	["Beautiful","hotel","--","but","staff","was","unresponsive","and","not","available","."]
2095	2095_0	great hotel with great restaurants, bars and night life was also great.	["great","hotel","with","great","restaurants",",","bars","and","night","life","was","also","great","."]
2095	2095_1	service was also really good.	["service","was","also","really","good","."]
2095	2095_2	Easy to get around and close to other hotels and attractions.	["Easy","to","get","around","and","close","to","other","hotels","and","attractions","."]
2095	2095_3	i would stay here again.	["i","would","stay","here","again","."]
2096	2096_0	My friend and I loved staying here, everything was clean, spacious, and extravagant!	["My","friend","and","I","loved","staying","here",",","everything","was","clean",",","spacious",",","and","extravagant","!"]
2096	2096_1	We also enjoyed TAO pool and nightclub	["We","also","enjoyed","TAO","pool","and","nightclub"]
2098	2098_0	absoutly perfect place To stay and be able to play on the strip	["absoutly","perfect","place","To","stay","and","be","able","to","play","on","the","strip"]
2099	2099_0	Very nice, enjoyed my stay, the hotel is great, it's Vegas Baby.	["Very","nice",",","enjoyed","my","stay",",","the","hotel","is","great",",","it","'s","Vegas","Baby","."]
2100	2100_0	When I first checked into the Venetian, I was amazed at the room size.	["When","I","first","checked","into","the","Venetian",",","I","was","amazed","at","the","room","size","."]
2100	2100_1	It had great furnishing, perfect king bed, closet, table, 3 televisions, dresser and work desk.	["It","had","great","furnishing",",","perfect","king","bed",",","closet",",","table",",","3","televisions",",","dresser","and","work","desk","."]
2100	2100_2	I didn't like the fact the refrigerator had sensors, so nothing could be moved without getting charged.	["I","did","n't","like","the","fact","the","refrigerator","had","sensors",",","so","nothing","could","be","moved","without","getting","charged","."]
2100	2100_3	There was only a small shelf, which was barely large enough for 1 drink, so it was difficult to buy anything I could drink without paying $6.00 for a 12oz coke.	["There","was","only","a","small","shelf",",","which","was","barely","large","enough","for","1","drink",",","so","it","was","difficult","to","buy","anything","I","could","drink","without","paying","6.00","for","a","12oz","coke","."]
2100	2100_4	There were lots of reasonably priced restaurants  between the Venetian and Palazzo which was great for not leaving the hotel.	["There","were","lots","of","reasonably","priced","restaurants","between","the","Venetian","and","Palazzo","which","was","great","for","not","leaving","the","hotel","."]
2100	2100_5	Hotel staff was very friendly.	["Hotel","staff","was","very","friendly","."]
2100	2100_6	The only real negative was Sunday when we tried to leave at 3pm and no taxis.	["The","only","real","negative","was","Sunday","when","we","tried","to","leave","at","3pm","and","no","taxis","."]
2100	2100_7	There was a 45minute line at both the Venetian and Palazzo.	["There","was","a","45minute","line","at","both","the","Venetian","and","Palazzo","."]
2100	2100_8	Apparently from what I was told its shift change, which I find un-acceptable so be aware if you have a flight you don't want to miss.	["Apparently","from","what","I","was","told","its","shift","change",",","which","I","find","un","-","acceptable","so","be","aware","if","you","have","a","flight","you","do","n't","want","to","miss","."]
2100	2100_9	I would stay here again given I know now a few things.	["I","would","stay","here","again","given","I","know","now","a","few","things","."]
2101	2101_0	Beautiful decor, spacious and classy, and had excellent staff services.	["Beautiful","decor",",","spacious","and","classy",",","and","had","excellent","staff","services","."]
2101	2101_1	Pool could be better.	["Pool","could","be","better","."]
2102	2102_0	Room was lovely, clean, staff helpful.	["Room","was","lovely",",","clean",",","staff","helpful","."]
2102	2102_1	I didn't know the mini bar charges by weight sensitivity, so I was surprised when charged for something but they took it off when I wxplained I was just looking at the items.	["I","did","n't","know","the","mini","bar","charges","by","weight","sensitivity",",","so","I","was","surprised","when","charged","for","something","but","they","took","it","off","when","I","wxplained","I","was","just","looking","at","the","items","."]
